"","Length","gencodeID","ensemblID","gene_type","Symbol","EntrezID","Class","meanExprs","NumTx","gencodeTx","passExprsCut","logFC","AveExpr","t","P.Value","adj.P.Val","B","region","type"
"e8802931",53,"ENSG00000174943.9","ENSG00000174943","protein_coding","KCTD13",253980,"InGen",12.7985326407674,5,"c(""ENST00000308768.9""; ""ENST00000568000.5""; ""ENST00000568995.1""; ""ENST00000563955.5""; ""ENST00000563264.1"")",TRUE,0.182209763876896,-0.452926605076887,4.00173677449352,7.85025072898315e-05,0.0734291597972566,1.34766667460422,"HIPPO","exon"
"e8802941",196,"ENSG00000174943.9","ENSG00000174943","protein_coding","KCTD13",253980,"InGen",4.30551077662846,4,"c(""ENST00000308768.9""; ""ENST00000568000.5""; ""ENST00000568995.1""; ""ENST00000563955.5"")",TRUE,0.14886585669822,-0.171338077015982,4.00942326045122,7.61115090338863e-05,0.0733173016601308,1.36390696649601,"HIPPO","exon"
"e8802951",616,"ENSG00000174943.9","ENSG00000174943","protein_coding","KCTD13",253980,"InGen",3.47381506639786,1,"ENST00000308768.9",TRUE,0.134157682175551,1.19411350765238,3.86013420836174,0.000137602852332944,0.0976224543591341,0.718470893913608,"HIPPO","exon"
"e8803131",214,"ENSG00000174943.9","ENSG00000174943","protein_coding","KCTD13",253980,"InGen",1.25235480512321,1,"ENST00000568995.1",TRUE,0.244268551478266,-1.8040144026502,4.00681270869944,7.69156937095678e-05,0.0733173016601308,1.26640209227233,"HIPPO","exon"
"e8812461",105,"ENSG00000102879.15","ENSG00000102879","protein_coding","CORO1A",11151,"InGen",9.52242039726996,5,"c(""ENST00000219150.9""; ""ENST00000568763.1""; ""ENST00000570045.5""; ""ENST00000565497.5""; ""ENST00000570244.5"")",TRUE,-0.165816184053713,-0.251023911975113,-3.86946602865364,0.000132672978927742,0.0960276034297696,0.871090577777019,"HIPPO","exon"
"e8812471",146,"ENSG00000102879.15","ENSG00000102879","protein_coding","CORO1A",11151,"InGen",6.95026130851935,4,"c(""ENST00000219150.9""; ""ENST00000568763.1""; ""ENST00000570045.5""; ""ENST00000565497.5"")",TRUE,-0.170156999860445,-0.222850347837258,-3.93518777363062,0.000102404144416785,0.0849618050318864,1.10231212924009,"HIPPO","exon"
"e8812491",216,"ENSG00000102879.15","ENSG00000102879","protein_coding","CORO1A",11151,"InGen",8.05770340299275,3,"c(""ENST00000219150.9""; ""ENST00000568763.1""; ""ENST00000570045.5"")",TRUE,-0.16127951649205,0.618971614191884,-3.90225578053794,0.000116644059805054,0.0907040219013096,0.92143955649463,"HIPPO","exon"
"e8813131",789,"ENSG00000102879.15","ENSG00000102879","protein_coding","CORO1A",11151,"InGen",1.59479084960483,1,"ENST00000567034.5",TRUE,-0.168409687635279,0.0389038692284579,-4.08286242617953,5.65014481725652e-05,0.0662944195876344,1.62437988282187,"HIPPO","exon"
"e8813151",1694,"ENSG00000102879.15","ENSG00000102879","protein_coding","CORO1A",11151,"InGen",3.21107693100827,2,"c(""ENST00000567034.5""; ""ENST00000564768.1"")",TRUE,-0.145933793854611,2.18367661756281,-4.11283962650978,4.99689845031949e-05,0.0629840571931296,1.58606236651958,"HIPPO","exon"
"e8813191",212,"ENSG00000102879.15","ENSG00000102879","protein_coding","CORO1A",11151,"InGen",7.92699898112951,1,"ENST00000562129.1",TRUE,-0.161393814896901,0.554726051399648,-3.89848469629995,0.000118389508865311,0.0913226000634788,0.913221900128214,"HIPPO","exon"
"e8834291",104,"ENSG00000140678.16","ENSG00000140678","protein_coding","ITGAX",3687,"InGen",1.21654160144509,4,"c(""ENST00000268296.8""; ""ENST00000562918.5""; ""ENST00000567409.1""; ""ENST00000562522.2"")",TRUE,-0.484693238784268,-2.95733305746561,-4.46574536101543,1.11452949801107e-05,0.0367443327893099,2.20416842708189,"HIPPO","exon"
"e8834531",114,"ENSG00000140678.16","ENSG00000140678","protein_coding","ITGAX",3687,"InGen",1.31467691023922,3,"c(""ENST00000268296.8""; ""ENST00000562522.2""; ""ENST00000571644.1"")",TRUE,-0.429388348556944,-2.7109196462213,-4.05157595835337,6.4182070076249e-05,0.0702184599599699,1.04788939938969,"HIPPO","exon"
"e8834561",1195,"ENSG00000140678.16","ENSG00000140678","protein_coding","ITGAX",3687,"InGen",0.589398104237505,1,"ENST00000268296.8",TRUE,-0.355982271642339,-0.368485224051635,-4.34851151013286,1.85489405931012e-05,0.0448548445563039,2.64424007760193,"HIPPO","exon"
"e8834951",94,"ENSG00000140678.16","ENSG00000140678","protein_coding","ITGAX",3687,"InGen",1.31372524211339,1,"ENST00000562522.2",TRUE,-0.426556649157792,-2.83682892591581,-3.95891882508168,9.31822832317872e-05,0.0813425604342949,0.674331783868663,"HIPPO","exon"
"e8834981",904,"ENSG00000140678.16","ENSG00000140678","protein_coding","ITGAX",3687,"InGen",0.842053756637615,1,"ENST00000571644.1",TRUE,-0.333738551359081,-0.307230647795798,-3.91638071765207,0.000110320613229467,0.0884577195284171,1.03894589890631,"HIPPO","exon"
"e8835181",1130,"ENSG00000140678.16","ENSG00000140678","protein_coding","ITGAX",3687,"InGen",0.622825761624226,1,"ENST00000571644.1",TRUE,-0.35577070836906,-0.369096811395711,-4.34648370241275,1.87113106679442e-05,0.0449732589007594,2.63637417255706,"HIPPO","exon"
"e8851611",137,"ENSG00000261173.1","ENSG00000261173","antisense","",NA,"InGen",0.760250298098504,1,"ENST00000562536.1",TRUE,0.361162320841448,-3.58790283090278,3.92043728686367,0.000108565509919619,0.0875106415049842,0.16577232706498,"HIPPO","exon"
"e8865941",380,"ENSG00000083799.17","ENSG00000083799","protein_coding","CYLD",1540,"InGen",11.6433214789469,8,"c(""ENST00000569418.5""; ""ENST00000569891.5""; ""ENST00000311559.13""; ""ENST00000564326.5""; ""ENST00000566206.5""; ""ENST00000398568.6""; ""ENST00000427738.7""; ""ENST00000563629.1"")",TRUE,0.0955941971041188,1.95636616444295,3.887986701683,0.000123379773848946,0.0924958806282355,0.760873802595892,"HIPPO","exon"
"e8968121",96,"ENSG00000038358.14","ENSG00000038358","protein_coding","EDC4",23644,"InGen",8.65393228594348,5,"c(""ENST00000358933.9""; ""ENST00000572221.5""; ""ENST00000536072.6""; ""ENST00000574770.5""; ""ENST00000573992.5"")",TRUE,0.146665902783418,-0.70812085394504,4.110418477742,5.04686630214598e-05,0.0631691218827315,1.74433380534877,"HIPPO","exon"
"e9026661",4705,"ENSG00000090863.11","ENSG00000090863","protein_coding","GLG1",2734,"InGen",5.71294627368134,1,"ENST00000205061.9",TRUE,0.0697631137391194,4.51236502532092,3.97264953330475,8.82123432798174e-05,0.0793277000792286,0.903759943201247,"HIPPO","exon"
"e9029541",70,"ENSG00000103091.14","ENSG00000103091","protein_coding","WDR59",79726,"InGen",4.35471768667997,3,"c(""ENST00000262144.10""; ""ENST00000569229.5""; ""ENST00000570070.1"")",TRUE,0.202586623469431,-1.99184277635736,3.90593037195614,0.000114966749468509,0.0903821934659426,0.870180715405422,"HIPPO","exon"
"e9191221",287,"ENSG00000040633.12","ENSG00000040633","protein_coding","PHF23",79142,"InGen",3.96132647154021,1,"ENST00000613632.4",TRUE,-0.145484449289723,-0.19831372647383,-4.57836345637552,6.76325945576189e-06,0.0288407927391873,3.56009617007896,"HIPPO","exon"
"e9191441",339,"ENSG00000040633.12","ENSG00000040633","protein_coding","PHF23",79142,"InGen",4.2671688232349,1,"ENST00000574236.5",TRUE,-0.120061910288524,0.163311995428373,-4.07750363217196,5.77517369471851e-05,0.0667358747958281,1.59715857973757,"HIPPO","exon"
"e9191481",249,"ENSG00000040633.12","ENSG00000040633","protein_coding","PHF23",79142,"InGen",4.28755814664537,1,"ENST00000574407.5",TRUE,-0.155175258207821,-0.288995684070826,-4.71749009843871,3.59941381932374e-06,0.0226581957255376,4.13161704307027,"HIPPO","exon"
"e9249811",33,"ENSG00000065559.14","ENSG00000065559","protein_coding","MAP2K4",6416,"InGen",5.60413319547479,1,"ENST00000415385.7",TRUE,0.404037728705659,-3.01501365346283,4.01016394496494,7.58847988208383e-05,0.0733173016601308,0.772616422411996,"HIPPO","exon"
"e9263971",111,"ENSG00000011295.15","ENSG00000011295","protein_coding","TTC19",54902,"InGen",18.6097445298883,5,"c(""ENST00000261647.9""; ""ENST00000466729.5""; ""ENST00000475723.5""; ""ENST00000497842.6""; ""ENST00000470399.1"")",TRUE,0.123969376244336,0.741836909892579,4.25718008674323,2.7377379334186e-05,0.0512141661721202,2.2409409349798,"HIPPO","exon"
"e9263981",39,"ENSG00000011295.15","ENSG00000011295","protein_coding","TTC19",54902,"InGen",42.5412316660866,3,"c(""ENST00000261647.9""; ""ENST00000475723.5""; ""ENST00000497842.6"")",TRUE,0.120211560276648,0.48722244465505,3.85368150962068,0.000141112583264056,0.0985837036692761,0.757904973233107,"HIPPO","exon"
"e9264011",95,"ENSG00000011295.15","ENSG00000011295","protein_coding","TTC19",54902,"InGen",21.8586441667194,3,"c(""ENST00000261647.9""; ""ENST00000475723.5""; ""ENST00000497842.6"")",TRUE,0.1126213386712,0.813148672173882,4.22657209639901,3.11464270167648e-05,0.0541760678315336,2.11734042918184,"HIPPO","exon"
"e9264041",1539,"ENSG00000011295.15","ENSG00000011295","protein_coding","TTC19",54902,"InGen",10.1931341058363,1,"ENST00000261647.9",TRUE,0.100543359398134,3.70347929489611,4.35663888942444,1.79115996198879e-05,0.0443964744503374,2.44989674297499,"HIPPO","exon"
"e9264081",175,"ENSG00000011295.15","ENSG00000011295","protein_coding","TTC19",54902,"InGen",11.2923967797476,2,"c(""ENST00000466729.5""; ""ENST00000470399.1"")",TRUE,0.115544503087416,0.758927381911458,4.10554829229743,5.14882253768144e-05,0.0634141456043888,1.65781533338825,"HIPPO","exon"
"e9264201",1413,"ENSG00000011295.15","ENSG00000011295","protein_coding","TTC19",54902,"InGen",10.9578083365747,2,"c(""ENST00000475723.5""; ""ENST00000481107.1"")",TRUE,0.0999280251246489,3.68377422408198,4.30521292133165,2.23271021446967e-05,0.0476051029561841,2.24408314787868,"HIPPO","exon"
"e9264421",2247,"ENSG00000011295.15","ENSG00000011295","protein_coding","TTC19",54902,"InGen",7.82914180742979,1,"ENST00000465567.1",TRUE,0.0950584068159459,3.86547793294292,4.31464258334458,2.14463331647756e-05,0.0465531050083316,2.27104923822008,"HIPPO","exon"
"e9288491",1736,"ENSG00000091542.8","ENSG00000091542","protein_coding","ALKBH5",54890,"InGen",12.2252207933974,2,"c(""ENST00000399138.4""; ""ENST00000490106.1"")",TRUE,0.0731981198649266,4.12004141028656,4.20328354627072,3.43408844239738e-05,0.0562762939817896,1.81220398975442,"HIPPO","exon"
"e9308801",471,"ENSG00000128482.15","ENSG00000128482","protein_coding","RNF112",7732,"InGen",3.47877490878921,1,"ENST00000574149.6",TRUE,-0.132765032445416,0.477068323319022,-3.85327724971148,0.000141335263529614,0.0985837036692761,0.758799321478291,"HIPPO","exon"
"e9308951",142,"ENSG00000128482.15","ENSG00000128482","protein_coding","RNF112",7732,"InGen",0.353004167622508,1,"ENST00000580109.1",TRUE,-0.572397678550571,-4.54941722044468,-4.38622799716173,1.5763764724036e-05,0.041677607370349,0.587379374735007,"HIPPO","exon"
"e9394551",2785,"ENSG00000006125.16","ENSG00000006125","protein_coding","AP2B1",163,"InGen",23.6860351666044,1,"ENST00000621914.4",TRUE,0.0758884590165963,5.9050325189173,3.89711860331861,0.000119027890065481,0.0913226000634788,0.528034601379269,"HIPPO","exon"
"e9396691",40,"ENSG00000270647.5","ENSG00000270647","protein_coding","TAF15",8148,"InGen",34.6257898146929,9,"c(""ENST00000605844.5""; ""ENST00000604879.5""; ""ENST00000603427.5""; ""ENST00000604360.5""; ""ENST00000605649.5""; ""ENST00000603393.5""; ""ENST00000603777.5""; ""ENST00000604841.5""; ""ENST00000605197.2"")",TRUE,0.136642636760877,0.2474126339738,4.50800711127772,9.25099894478359e-06,0.0333526264956283,3.26536166916018,"HIPPO","exon"
"e9396941",2103,"ENSG00000270647.5","ENSG00000270647","protein_coding","TAF15",8148,"InGen",1.7852347967946,1,"ENST00000604434.1",TRUE,0.101772607675175,1.58760274098365,4.45452175889405,1.1707788507381e-05,0.0374190812231491,2.972277200203,"HIPPO","exon"
"e9445321",339,"ENSG00000126368.5","ENSG00000126368","protein_coding","NR1D1",9572,"InGen",3.28772698405859,1,"ENST00000246672.3",TRUE,0.264685651624,-0.319638961571232,3.96126298814451,9.2315395703816e-05,0.0809971605628462,1.19567620073723,"HIPPO","exon"
"e9457411",221,"ENSG00000128422.15","ENSG00000128422","protein_coding","KRT17",3872,"InGen",2.99339001875178,3,"c(""ENST00000311208.12""; ""ENST00000540235.5""; ""ENST00000493253.5"")",TRUE,-0.781432520408767,-3.19393192059638,-3.90911450928269,0.000113531821235725,0.0902300406034618,0.715182712657786,"HIPPO","exon"
"e9457421",23,"ENSG00000128422.15","ENSG00000128422","protein_coding","KRT17",3872,"InGen",9.6057977640242,3,"c(""ENST00000311208.12""; ""ENST00000540235.5""; ""ENST00000493253.5"")",TRUE,-0.754502587332277,-4.38309240569857,-3.92173192294138,0.000108010971107319,0.087240967321087,0.1027336580229,"HIPPO","exon"
"e9457431",252,"ENSG00000128422.15","ENSG00000128422","protein_coding","KRT17",3872,"InGen",2.73436151842021,1,"ENST00000311208.12",TRUE,-0.747481271339885,-3.04448694138804,-4.00688599779832,7.68930071650289e-05,0.0733173016601308,1.08625663772701,"HIPPO","exon"
"e9457531",246,"ENSG00000128422.15","ENSG00000128422","protein_coding","KRT17",3872,"InGen",2.8009954155597,1,"ENST00000540235.5",TRUE,-0.747481271339885,-3.04448694138804,-4.00688599779832,7.68930071650289e-05,0.0733173016601308,1.08625663772701,"HIPPO","exon"
"e9457601",243,"ENSG00000128422.15","ENSG00000128422","protein_coding","KRT17",3872,"InGen",2.83549159171478,1,"ENST00000493253.5",TRUE,-0.747481271339885,-3.04448694138804,-4.00688599779832,7.68930071650289e-05,0.0733173016601308,1.08625663772701,"HIPPO","exon"
"e9477491",150,"ENSG00000037042.8","ENSG00000037042","protein_coding","TUBG2",27175,"InGen",18.041096236119,2,"c(""ENST00000251412.7""; ""ENST00000588870.1"")",TRUE,0.120092099249827,1.1735195164791,4.05123003658414,6.42722985238124e-05,0.0702184599599699,1.41871688949501,"HIPPO","exon"
"e9479181",197,"ENSG00000108799.12","ENSG00000108799","protein_coding","EZH1",2145,"InGen",9.4497953817296,11,"c(""ENST00000428826.6""; ""ENST00000415827.6""; ""ENST00000592743.5""; ""ENST00000588897.5""; ""ENST00000585893.5""; ""ENST00000590078.5""; ""ENST00000586103.5""; ""ENST00000585912.5""; ""ENST00000585550.5""; ""ENST00000591330.5""; ""ENST00000588239.5"")",TRUE,0.1144316944943,0.612938595505035,4.03816737794509,6.77691545257865e-05,0.0722243614598776,1.4149370411001,"HIPPO","exon"
"e9482401",221,"ENSG00000126562.16","ENSG00000126562","protein_coding","WNK4",65266,"InGen",0.302686406548004,2,"c(""ENST00000246914.9""; ""ENST00000591448.5"")",TRUE,-0.520660675060418,-3.45534072116845,-4.02531119656755,7.13868401639269e-05,0.0727937148309342,0.674525048443497,"HIPPO","exon"
"e9493801",168,"ENSG00000188554.13","ENSG00000188554","protein_coding","NBR1",4077,"InGen",15.9793269347517,4,"c(""ENST00000341165.10""; ""ENST00000542611.5""; ""ENST00000590996.5""; ""ENST00000589872.1"")",TRUE,0.102432130137327,1.1627477915879,4.34141839803342,1.91228627181298e-05,0.0454468613695255,2.54459820562334,"HIPPO","exon"
"e9494591",863,"ENSG00000188554.13","ENSG00000188554","protein_coding","NBR1",4077,"InGen",3.23055915373838,1,"ENST00000585505.1",TRUE,0.0982224844365592,1.22377424961916,4.24328906179603,2.90304907495719e-05,0.0525299900742688,2.15357853188436,"HIPPO","exon"
"e9512771",5,"ENSG00000005961.17","ENSG00000005961","protein_coding","ITGA2B",3674,"InGen",1.7678852854805,1,"ENST00000592462.5",TRUE,0.471306188616409,-6.44586532848297,3.94225881706637,9.95695221676862e-05,0.0833817883581057,-1.55583190478213,"HIPPO","exon"
"e9524481",203,"ENSG00000184922.13","ENSG00000184922","protein_coding","FMNL1",752,"InGen",4.46084494997645,5,"c(""ENST00000331495.7""; ""ENST00000328118.7""; ""ENST00000587856.1""; ""ENST00000587489.5""; ""ENST00000586643.5"")",TRUE,-0.190586532427119,-0.132712443546376,-4.35435587229021,1.80884822594683e-05,0.0444139404504915,2.66546636538282,"HIPPO","exon"
"e9524501",69,"ENSG00000184922.13","ENSG00000184922","protein_coding","FMNL1",752,"InGen",5.82227938371925,4,"c(""ENST00000331495.7""; ""ENST00000328118.7""; ""ENST00000587489.5""; ""ENST00000586643.5"")",TRUE,-0.214334130019805,-1.37219634381304,-4.0724226231354,5.8961496826303e-05,0.0668089351310449,1.55262067803168,"HIPPO","exon"
"e9524511",81,"ENSG00000184922.13","ENSG00000184922","protein_coding","FMNL1",752,"InGen",7.2211115419417,5,"c(""ENST00000331495.7""; ""ENST00000328118.7""; ""ENST00000587856.1""; ""ENST00000587489.5""; ""ENST00000586643.5"")",TRUE,-0.184717775413338,-0.800179402933682,-3.97516732201902,8.73287481705084e-05,0.0790069837532529,1.25619589918018,"HIPPO","exon"
"e9524521",130,"ENSG00000184922.13","ENSG00000184922","protein_coding","FMNL1",752,"InGen",7.13089211288496,5,"c(""ENST00000331495.7""; ""ENST00000328118.7""; ""ENST00000587856.1""; ""ENST00000587489.5""; ""ENST00000586643.5"")",TRUE,-0.205214193127688,-0.121386766584973,-4.85785097286342,1.87631302031603e-06,0.0190798422188716,4.73254585265252,"HIPPO","exon"
"e9524581",454,"ENSG00000184922.13","ENSG00000184922","protein_coding","FMNL1",752,"InGen",2.20861311636032,1,"ENST00000331495.7",TRUE,-0.209295404752327,0.0392864813488141,-5.110877635432,5.58256160053853e-07,0.0110697451361319,5.85156123168486,"HIPPO","exon"
"e9524941",436,"ENSG00000184922.13","ENSG00000184922","protein_coding","FMNL1",752,"InGen",0.37356333440584,1,"ENST00000592527.1",TRUE,-0.287469147913503,-2.62908113899153,-4.01848193618804,7.33824807730552e-05,0.0727937148309342,0.954780749006526,"HIPPO","exon"
"e9525021",1671,"ENSG00000184922.13","ENSG00000184922","protein_coding","FMNL1",752,"InGen",0.67717788742209,1,"ENST00000587856.1",TRUE,-0.205455306617504,0.157261816775309,-4.19570987660184,3.54454791186082e-05,0.0562762939817896,2.04213620313618,"HIPPO","exon"
"e9525051",454,"ENSG00000184922.13","ENSG00000184922","protein_coding","FMNL1",752,"InGen",2.72284383827913,1,"ENST00000587856.1",TRUE,-0.177487631500187,0.227274004433327,-4.46345744603605,1.12578125340632e-05,0.0367443327893099,3.08781570447933,"HIPPO","exon"
"e9525111",1110,"ENSG00000184922.13","ENSG00000184922","protein_coding","FMNL1",752,"InGen",1.75851538123459,1,"ENST00000587856.1",TRUE,-0.207514880660914,0.967994176267241,-5.49819706250079,7.95891284098478e-08,0.00631273906243253,7.67594851809817,"HIPPO","exon"
"e9525271",452,"ENSG00000184922.13","ENSG00000184922","protein_coding","FMNL1",752,"InGen",2.21826643135752,1,"ENST00000587489.5",TRUE,-0.209301209833614,0.0392572081459565,-5.11145822396107,5.56674633104651e-07,0.0110697451361319,5.85417524016747,"HIPPO","exon"
"e9525381",676,"ENSG00000184922.13","ENSG00000184922","protein_coding","FMNL1",752,"InGen",1.90535759548851,1,"ENST00000589911.1",TRUE,-0.173557341447307,0.350445434335338,-3.9314372465422,0.000103938540638368,0.0856970026236717,1.04920468031815,"HIPPO","exon"
"e9558591",2408,"ENSG00000136436.14","ENSG00000136436","protein_coding","CALCOCO2",10241,"InGen",3.31794494088175,1,"ENST00000258947.7",TRUE,0.10036501457157,2.89403735620434,4.0037074531254,7.78827853529872e-05,0.0733657687972535,1.12407350560418,"HIPPO","exon"
"e9558921",965,"ENSG00000136436.14","ENSG00000136436","protein_coding","CALCOCO2",10241,"InGen",2.40236061696534,1,"ENST00000510356.5",TRUE,0.113359501111023,1.08591375330536,3.90649257987335,0.000114712147955774,0.0903821934659426,0.895263882350353,"HIPPO","exon"
"e9560001",201,"ENSG00000136436.14","ENSG00000136436","protein_coding","CALCOCO2",10241,"InGen",1.12536972819296,1,"ENST00000510997.1",TRUE,0.309245343270185,-2.24017873353958,4.65028796964816,4.89056500566502e-06,0.026490937436985,3.35225122080611,"HIPPO","exon"
"e9568231",99,"ENSG00000136504.11","ENSG00000136504","protein_coding","KAT7",11143,"InGen",19.6962064607931,6,"c(""ENST00000259021.8""; ""ENST00000454930.6""; ""ENST00000509773.5""; ""ENST00000510819.5""; ""ENST00000424009.6""; ""ENST00000435742.2"")",TRUE,0.10443981459308,0.670887672298415,4.24147195971827,2.92536603939025e-05,0.0525299900742688,2.18200628375347,"HIPPO","exon"
"e9568311",7630,"ENSG00000136504.11","ENSG00000136504","protein_coding","KAT7",11143,"InGen",2.19244735108258,1,"ENST00000259021.8",TRUE,0.0759502248147404,3.80428764019707,4.3364686335887,1.95333866525439e-05,0.0454468613695255,2.36186497177247,"HIPPO","exon"
"e9689311",446,"ENSG00000274561.1","ENSG00000274561","lincRNA","",NA,"InGen",4.30663053755957,1,"ENST00000613178.1",TRUE,0.107940996935848,0.66861785797744,3.8788802078136,0.000127869340754668,0.0940831294332251,0.82903634833521,"HIPPO","exon"
"e9731781",82,"ENSG00000177728.15","ENSG00000177728","protein_coding","TMEM94",9772,"InGen",9.08102468618991,9,"c(""ENST00000314256.11""; ""ENST00000581085.5""; ""ENST00000579208.5""; ""ENST00000375248.9""; ""ENST00000585105.5""; ""ENST00000579898.5""; ""ENST00000577247.5""; ""ENST00000581453.1""; ""ENST00000584694.1"")",TRUE,0.151312073469208,-0.666231277873085,3.87679416046634,0.000128919336379084,0.094512466001728,0.910755215756174,"HIPPO","exon"
"e9897181",251,"ENSG00000176194.17","ENSG00000176194","protein_coding","CIDEA",1149,"InGen",0.819417167474479,1,"ENST00000320477.9",TRUE,-0.581643725686285,-4.41599733526204,-4.10248405546271,5.21397368020491e-05,0.0640177499695574,0.333947000642191,"HIPPO","exon"
"e9897241",471,"ENSG00000176194.17","ENSG00000176194","protein_coding","CIDEA",1149,"InGen",0.469364118740271,1,"ENST00000522713.5",TRUE,-0.547810040897113,-4.31424325975322,-3.89276915260511,0.000121082198713974,0.0917543441708315,-0.125719767030976,"HIPPO","exon"
"e9897291",473,"ENSG00000176194.17","ENSG00000176194","protein_coding","CIDEA",1149,"InGen",0.467379492445386,1,"ENST00000521296.5",TRUE,-0.547810040897113,-4.31424325975322,-3.89276915260511,0.000121082198713974,0.0917543441708315,-0.125719767030976,"HIPPO","exon"
"e9897331",359,"ENSG00000176194.17","ENSG00000176194","protein_coding","CIDEA",1149,"InGen",0.583477586856173,1,"ENST00000520620.1",TRUE,-0.571720829207592,-4.39740899806461,-4.02355310098296,7.18956011314816e-05,0.0727937148309342,0.145745428159923,"HIPPO","exon"
"e9909291",120,"ENSG00000186481.16","ENSG00000186481","transcribed_unprocessed_pseudogene","ANKRD20A5P",NA,"InGen",1.00341275955536,2,"c(""ENST00000577614.2""; ""ENST00000580200.1"")",TRUE,-0.408735294495235,-3.43548114579615,-3.85440105056196,0.000140717056532906,0.0985837036692761,0.105645967079651,"HIPPO","exon"
"e9951321",115,"ENSG00000186814.12","ENSG00000186814","protein_coding","ZSCAN30",100101467,"InGen",1.50751714218744,1,"ENST00000610712.1",TRUE,0.300326082225233,-2.82107106767232,4.17817497470968,3.81344514055809e-05,0.0567345592994467,1.38500952421388,"HIPPO","exon"
"e9951341",125,"ENSG00000186814.12","ENSG00000186814","protein_coding","ZSCAN30",100101467,"InGen",1.73565234612636,1,"ENST00000333206.9",TRUE,0.277102603345432,-2.43947441776843,4.64236177558477,5.06944807087694e-06,0.026490937436985,3.18826074483405,"HIPPO","exon"
"e9951381",149,"ENSG00000186814.12","ENSG00000186814","protein_coding","ZSCAN30",100101467,"InGen",1.45846465150626,1,"ENST00000420878.7",TRUE,0.276599528462912,-2.43780244651572,4.62972941870068,5.36762297435711e-06,0.0267194398089086,3.14372851571535,"HIPPO","exon"
"e9951441",114,"ENSG00000186814.12","ENSG00000186814","protein_coding","ZSCAN30",100101467,"InGen",1.90277201777949,1,"ENST00000589178.5",TRUE,0.277102603345432,-2.43947441776843,4.64236177558477,5.06944807087694e-06,0.026490937436985,3.18826074483405,"HIPPO","exon"
"e9951521",91,"ENSG00000186814.12","ENSG00000186814","protein_coding","ZSCAN30",100101467,"InGen",1.9027233331763,1,"ENST00000592278.1",TRUE,0.300803327945393,-2.82155294356479,4.18671027559185,3.68021311538417e-05,0.0565701534084652,1.41180193939897,"HIPPO","exon"
"e9951581",99,"ENSG00000186814.12","ENSG00000186814","protein_coding","ZSCAN30",100101467,"InGen",1.7507761462411,1,"ENST00000592211.1",TRUE,0.300803327945393,-2.82155294356479,4.18671027559185,3.68021311538417e-05,0.0565701534084652,1.41180193939897,"HIPPO","exon"
"e9951611",102,"ENSG00000186814.12","ENSG00000186814","protein_coding","ZSCAN30",100101467,"InGen",1.69934438372826,1,"ENST00000588832.1",TRUE,0.300803327945393,-2.82155294356479,4.18671027559185,3.68021311538417e-05,0.0565701534084652,1.41180193939897,"HIPPO","exon"
"e9951651",71,"ENSG00000268573.1","ENSG00000268573","lincRNA","",NA,"InGen",2.43574512806636,1,"ENST00000586922.2",TRUE,0.301192340571106,-2.82365103147569,4.19635855424317,3.53495598476497e-05,0.0562762939817896,1.44121896839988,"HIPPO","exon"
"e9956851",751,"ENSG00000134759.13","ENSG00000134759","protein_coding","ELP2",55250,"InGen",4.71472097723679,1,"ENST00000541294.1",TRUE,0.0940330200302918,1.48070796688068,4.2361370949802,2.99183745665603e-05,0.0529692800925455,2.10683572325504,"HIPPO","exon"
"e9956951",261,"ENSG00000134759.13","ENSG00000134759","protein_coding","ELP2",55250,"InGen",7.59172397394229,1,"ENST00000536830.1",TRUE,0.109224566280907,0.629131959082363,4.23488305455741,3.00767064002764e-05,0.0530129353526259,2.16047677223764,"HIPPO","exon"
"e9965611",815,"ENSG00000132872.11","ENSG00000132872","protein_coding","SYT4",6860,"InGen",30.8448972965687,1,"ENST00000255224.7",TRUE,-0.130889679890452,4.02578050234926,-4.25288485510349,2.7878682687268e-05,0.0516645402624524,2.01609587218721,"HIPPO","exon"
"e9965671",761,"ENSG00000132872.11","ENSG00000132872","protein_coding","SYT4",6860,"InGen",30.5162213998471,1,"ENST00000590752.5",TRUE,-0.134948025027827,3.93017498485336,-4.32183363990008,2.07970972198788e-05,0.0458887122379014,2.29731473274783,"HIPPO","exon"
"e9965691",640,"ENSG00000132872.11","ENSG00000132872","protein_coding","SYT4",6860,"InGen",24.2723476445665,1,"ENST00000590752.5",TRUE,-0.110951572132579,3.1019921821783,-3.86200296237065,0.00013660193715513,0.0972603340086051,0.592249131233379,"HIPPO","exon"
"e9965721",468,"ENSG00000132872.11","ENSG00000132872","protein_coding","SYT4",6860,"InGen",24.4216020163751,1,"ENST00000585604.1",TRUE,-0.120325226256973,2.72452644950406,-4.17041779159078,3.93851094279497e-05,0.0574245031333257,1.77441462532466,"HIPPO","exon"
"e9965761",149,"ENSG00000132872.11","ENSG00000132872","protein_coding","SYT4",6860,"InGen",41.3845745307013,1,"ENST00000596867.1",TRUE,-0.126729484634444,1.84566191676638,-4.13774427549541,4.50953531876279e-05,0.0604190893689494,1.70607869779818,"HIPPO","exon"
"e9965781",97,"ENSG00000132872.11","ENSG00000132872","protein_coding","SYT4",6860,"InGen",47.8238003014895,1,"ENST00000589479.1",TRUE,-0.128837937874458,1.43171490746549,-4.07339244596936,5.87287410296054e-05,0.0667358747958281,1.49117162735295,"HIPPO","exon"
